Codice;Ragione Sociale;Indirizzo;CAP;Località;Provincia;Nazione;Codice Fiscale;Partiva IVA;Pagamento;Fido;Tipologia cliente;
03066;BRIKO SAN MARINO SRL                    ;STRADA NONA GUALDARIA 29 - B.GO MAGGIORE;47893;CAILUNGO - REPUBBLICA SAN MARINO   ;EE;RSM;SM 23308        ;SM 23308   ;RI.BA   60 gg fm              ;         3000,00;DO                            ;
05369;CAPPIELLO BIAGIO                        ;VIA BRINDISI 1/A                        ;85028;RIONERO IN VULTURE                 ;PZ;ITA;CPPBGI75L06F104Y;01865900763;RI.BA   60/90 gg fm           ;            0,00;DO                            ;
01905;CARON LUBRIFICANTI SRL                  ;VIA DEL LAVORO 6                        ;31041;CORNUDA                            ;TV;ITA;04232260267     ;04232260267;Bonifico B. 60 gg fm          ;        49500,00;Modulo Valore Più             ;
04197;CUCINELLA GIUSEPPE SOC. COOP.           ;VIA PIETRO MERRA N6                     ;90040;MONTELEPRE                         ;PA;ITA;06181830826     ;06181830826;RI.BA   60 gg fm              ;            0,00;DO                            ;
04156;EURO GROSS SRL                          ;ZONA INDUSTRIALE CONTRADA TRAVERSA      ;90048;SAN GIUSEPPE JATO                  ;PA;ITA;03999590825     ;03999590825;RI.BA 120 gg fm               ;       221400,00;DO                            ;
04114;FERMARKET SRL                           ;VIALE P. SERAFINI 69T                   ;60044;FABRIANO                           ;AN;ITA;01063620429     ;01063620429;RI.BA   90 gg fm              ;         2000,00;DO                            ;
00299;FIORDALISO SPA                          ;VIA CURIEL 25                           ;20089;ROZZANO                            ;MI;ITA;00828100198     ;08036180159;Bonifico B. 60 gg fm          ;        75000,00;GD                            ;
04437;HAOMEI SRL                              ;VIA DELLE ROSE                          ;29015;CASTEL SAN GIOVANNI                ;PC;ITA;01587670330     ;01587670330;Bonifico B. 30 gg fm          ;         2000,00;DO                            ;
02044;ITER DI RUGGERI SRL                     ;VIA GRAMSCI 149                         ;09036;GUSPINI                            ;VS;ITA;02269480923     ;02269480923;RI.BA 120 gg fm               ;        20000,00;DO                            ;
02899;LA CLINICA DELL'AUTO DI IULIANO ANGELO  ;VIA CANNE 29                            ;88040;PIANOPOLI                          ;CZ;ITA;LNINGL60B09D546Q;01247750795;RI.BA   90 gg fm              ;         2000,00;DO                            ;
04691;LA FERRAMENTA CARDINALE SRL             ;VIA MEZZANA                             ;84030;PANTANO DI TEGGIANO                ;SA;ITA;04663430652     ;04663430652;RI.BA   90 gg fm              ;        26000,00;DO                            ;
04887;M. DE SIMONE SRL                        ;VIA FLACCA KM 12                        ;04029;SPERLONGA                          ;LT;ITA;02747790596     ;02747790596;RI.BA   60 gg fm              ;            0,00;DO                            ;
01046;METRO ITALIA CASH&CARRY MAG.33 MODENA   ;VIA VIRGILIO 51                         ;41100;MODENA                             ;MO;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
05097;OFFICINA CADICAMO ERNESTO               ;VIA PITAGORA SNC                        ;87010;TERRANOVA DI SIBARI                ;CS;ITA;CDCRST63R20L124I;01577750787;Bonifico B. 60 gg fm          ;         3700,00;Trade                         ;
04798;PIMAR SRL                               ;VIA LEIBNIZ 4                           ;00137;ROMA                               ;RM;ITA;08461301007     ;08461301007;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04677;PONTINAGEST SRL                         ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;11859901008     ;11859901008;RI.BA   60 gg fm              ;         5000,00;DO                            ;
05102;SABARICAMBI SRL                         ;VIA SICILIA 36/38                       ;42122;REGGIO EMILIA                      ;RE;ITA;00334890357     ;00334890357;RI.BA   60 gg fm              ;       330000,00;SPI                           ;
04324;SCIARRA SRL                             ;VIA FORLANI 72                          ;65012;CEPAGATTI                          ;PE;ITA;01779710688     ;01779710688;RI.BA   60 gg fm              ;         2000,00;DO                            ;
05236;VIEFFE LUBRIFICANTI SRL                 ;VIA SQUERO 19                           ;47042;CESENATICO                         ;FC;ITA;03990440400     ;03990440400;RI.BA   60 gg fm              ;         5000,00;Modulo Valore Più             ;
03875;BORGODIS SRL                            ;VIA CUNEO 84/86                         ;12011;BORGO SAN DALMAZZO                 ;CN;ITA;03412220042     ;03412220042;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
05358;LE DUE RUOTE DI BISIGNANO CLAUDIO       ;CONTRADA MUOIO 58                       ;87043;BISIGNANO                          ;CS;ITA;01512270784     ;01512270784;Anticipato                    ;         8900,00;Modulo Valore Più             ;
02969;FIORENTINI SRL                          ;VIA TORTONA 72                          ;20144;MILANO                             ;MI;ITA;11985330155     ;11985330155;Anticipato                    ;        16000,00;Modulo Valore Più             ;
04090;RIAL & C. SRL                           ;VIALE DEI ROMAGNOLI 253/261             ;00121;OSTIA LIDO                         ;RM;ITA;08107271002     ;08107271002;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02696;SIDERSAN SPA                            ;VIA GIUSEPPE FERRARI 2                  ;00195;ROMA                               ;RM;ITA;01166170629     ;01166170629;RI.BA   90 gg fm              ;        25000,00;DO                            ;
00521;ANDREA CHIESA LEGNAMI SRL               ;VIALE MARCONI SNC - LOC. FENOSU         ;09170;ORISTANO                           ;OR;ITA;00643290950     ;00643290950;RI.BA 120 gg fm               ;        15000,00;DO                            ;
02684;ANGELUCCI GIUSTO                        ;VIA PROVINCIALE 65                      ;66030;MOZZAGROGNA                        ;CH;ITA;NGLGST74C21E435U;01982280693;RI.BA   60 gg fm              ;        15000,00;DO                            ;
04419;BEST SHOPP SRL                          ;VIA DI FRANCIA 7                        ;16149;GENOVA                             ;GE;ITA;02175020995     ;02175020995;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
02858;BRICOVAL SRL                            ;VIA BRUNI 11                            ;25127;BRESCIA                            ;BS;ITA;03272270988     ;03272270988;RI.BA   60 gg fm              ;        10000,00;DO                            ;
04461;C.EDI.R SPA                             ;VIA APPIA VECCHIA 109                   ;00045;GENZANO DI ROMA                    ;RM;ITA;08275671009     ;08275671009;RI.BA   90 gg fm              ;         3000,00;DO                            ;
02909;CAPRINO ANTONINO                        ;VIA MATTEOTTI 50/58                     ;87013;FAGNANO CASTELLO                   ;CS;ITA;CPRNNN57A06D464H;00439750787;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02075;CASCINO ANGELO & C. SNC                 ;VIALE CRISONE 24                        ;90018;TERMINI IMERESE                    ;PA;ITA;02458660822     ;02458660822;RI.BA 120 gg fm               ;        85000,00;DO                            ;
04895;CREAZZO LUBRIFICANTI SNC DI SEMPREVIVO M;VIA RIO 22                              ;36077;ALTAVILLA VICENTINA                ;VI;ITA;03676490240     ;03676490240;RI.BA   90 gg fm              ;        25000,00;Texaco                        ;
01369;EMILFER SRL                             ;VIA TUSCOLANA 224/C                     ;00181;ROMA                               ;RM;ITA;08757011005     ;08757011005;RI.BA 120 gg fm               ;         2000,00;DO                            ;
05322;F.LLI ARENA SRL                         ;VIA CALABRIA 16 - C.P. 49               ;94019;VALGUARNERA                        ;EN;ITA;00097560866     ;00097560866;Bonifico B. 90 gg fm          ;      1110000,00;DO                            ;
02404;FANTINI LORENZO & C SAS                 ;VIA CREMONA 34                          ;29100;PIACENZA                           ;PC;ITA;01141580330     ;01141580330;RI.BA   60 gg fm              ;        21756,00;SPI                           ;
02587;FERRAMENTA MOLTENI D. E VANOSSI SNC     ;VIA PANIGATTI 2                         ;22030;EUPILIO                            ;CO;ITA;01266460136     ;01266460136;RI.BA   60 gg fm              ;        15000,00;DO                            ;
05341;FIA SERVICE DI IANNELLA ANTONIETTA      ;VIA FABBRICATA 78                       ;82030;TORRECUSO                          ;BN;ITA;00777180621     ;00777180621;RI.BA   60 gg fm              ;         5000,00;DO                            ;
00270;GARDEN 2 SRL                            ;VIA STAZIONE SNC                        ;09013;CARBONIA                           ;CI;ITA;02875960920     ;02875960920;RI.BA   60 gg fm              ;        15000,00;DO                            ;
03081;GARDENIA 2 SRL                          ;VIA LUNIGIANA 19                        ;09122;CAGLIARI                           ;CA;ITA;03354630927     ;03354630927;RI.BA   60 gg fm              ;         2700,00;DO                            ;
02478;GELSO SRL                               ;VIA LUNIGIANA 19                        ;09122;CAGLIARI                           ;CA;ITA;03070460922     ;03070460922;RI.BA   60 gg fm              ;            0,00;DO                            ;
02250;LUBRISERVICE SNC                        ;VIA MONTALBANO 65                       ;51100;PISTOIA                            ;PT;ITA;01439750470     ;01439750470;RI.BA   60 gg fm              ;       147675,00;Modulo Valore Più             ;
01053;METRO ITALIA CASH&CARRY MAG.34 TAVAGNACC;VIA ALFIERI 3                           ;33010;TAVAGNACCO                         ;UD;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
04122;SOLE VERDE DI PINTO ALESSANDRO          ;VIA CONSOLARE VALERIA S/N               ;98030;SANT'ALESSIO SICULO                ;ME;ITA;PNTLSN73P05Z112D;02881180836;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04265;SUPERMERCATO DUEP SRL                   ;VIA F. MASSARA                          ;88100;CATANZARO                          ;CZ;ITA;03148880796     ;03148880796;Bonifico B. 60 gg fm          ;        25000,00;DO                            ;
00464;S.G.I. SRL                              ;VIA DEI MERCANTI 3                      ;47122;FORLI'                             ;FC;ITA;03467840405     ;03467840405;Bonifico B. 60 gg fm          ;        50000,00;GD                            ;
02450;AUTORICAMBI GIORGI                      ;VIA VERDI 62                            ;27058;VOGHERA                            ;PV;ITA;GRGLGU27E24G720V;00222480188;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
