Cod.Cliente;Ragione sociale;Tipo pag.;Causale;Descrizione;Anno documento;Num.Documento;Num.Riferimento;Data registrazione;Data documento;Data scadenza;Valuta;Importo +/-(dare/avere);Condizioni pagamento;Causale movimento;Tipologia cliente;
05236;VIEFFE LUBRIFICANTI SRL                 ;W;FVE;Fattura emessa VIEFFE LUBRIFICANTI SRL;2014;037679;00037679;06/10/2014;06/10/2014;31/12/2014;Euro                          ;          217,26;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
05236;VIEFFE LUBRIFICANTI SRL                 ;W;FVE;Fattura emessa VIEFFE LUBRIFICANTI SRL;2014;037680;00037680;06/10/2014;06/10/2014;31/12/2014;Euro                          ;          326,62;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
05236;VIEFFE LUBRIFICANTI SRL                 ;W;FVE;Fattura emessa VIEFFE LUBRIFICANTI SRL;2014;037681;00037681;06/10/2014;06/10/2014;31/12/2014;Euro                          ;          488,24;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
03875;BORGODIS SRL                            ;B;FVE;Fattura emessa BORGODIS SRL;2014;037682;00037682;06/10/2014;06/10/2014;31/12/2014;Euro                          ;          710,58;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037683;00037683;06/10/2014;06/10/2014;31/12/2014;Euro                          ;         1544,52;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037684;00037684;06/10/2014;06/10/2014;31/12/2014;Euro                          ;         1544,52;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
03519;MONDOBRICO SRL                          ;W;FVE;Fattura emessa MONDOBRICO SRL;2014;037685;00037685;06/10/2014;06/10/2014;28/02/2015;Euro                          ;         1456,68;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
05358;LE DUE RUOTE DI BISIGNANO CLAUDIO       ;D;FVE;Fattura emessa LE DUE RUOTE DI BISIGNANO CLAU;2014;037686;00037686;07/10/2014;07/10/2014;07/10/2014;Euro                          ;          489,71;Anticipato                    ;Fattura emessa                ;Modulo Valore Più             ;
02969;FIORENTINI SRL                          ;D;FVE;Fattura emessa FIORENTINI SRL;2014;037687;00037687;07/10/2014;07/10/2014;07/10/2014;Euro                          ;          652,85;Anticipato                    ;Fattura emessa                ;Modulo Valore Più             ;
01977;AUTOLUCE SRL                            ;W;FVE;Fattura emessa AUTOLUCE SRL;2014;037688;00037688;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2101,21;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
04090;RIAL & C. SRL                           ;W;FVE;Fattura emessa RIAL & C. SRL;2014;037689;00037689;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          740,34;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037690;00037690;07/10/2014;07/10/2014;07/12/2014;Euro                          ;          878,79;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
02696;SIDERSAN SPA                            ;W;FVE;Fattura emessa SIDERSAN SPA;2014;037691;00037691;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         6662,37;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
01097;COOP CENTRO ITALIA SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CENTRO ITALIA SOC. COOP.;2014;037692;00037692;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          365,71;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00498;A. CANGIANIELLO SRL                     ;W;FVE;Fattura emessa A. CANGIANIELLO SRL;2014;037693;00037693;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         1333,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
00498;A. CANGIANIELLO SRL                     ;W;FVE;Fattura emessa A. CANGIANIELLO SRL;2014;037694;00037694;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         2700,96;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02985;A.F. PETROLI SPA                        ;W;FVE;Fattura emessa A.F. PETROLI SPA;2014;037695;00037695;07/10/2014;07/10/2014;30/11/2014;Euro                          ;          117,56;RI.BA   30 gg fm              ;Fattura emessa                ;SPI                           ;
00521;ANDREA CHIESA LEGNAMI SRL               ;W;FVE;Fattura emessa ANDREA CHIESA LEGNAMI SRL;2014;037696;00037696;07/10/2014;07/10/2014;28/02/2015;Euro                          ;          474,89;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02684;ANGELUCCI GIUSTO                        ;W;FVE;Fattura emessa ANGELUCCI GIUSTO;2014;037697;00037697;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          782,26;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037698;00037698;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          590,53;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037699;00037699;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          902,56;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037700;00037700;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          656,26;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037701;00037701;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          634,16;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037702;00037702;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          171,29;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037703;00037703;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          236,63;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037704;00037704;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         3652,84;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037705;00037705;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         3294,88;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037706;00037706;07/10/2014;07/10/2014;31/12/2014;Euro                          ;           67,05;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037707;00037707;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1172,57;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037708;00037708;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          673,75;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
04419;BEST SHOPP SRL                          ;B;FVE;Fattura emessa BEST SHOPP SRL;2014;037709;00037709;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1777,82;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
04419;BEST SHOPP SRL                          ;B;FVE;Fattura emessa BEST SHOPP SRL;2014;037710;00037710;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          238,92;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
01570;BRICOCENTER ITALIA SRL                  ;B;FVE;Fattura emessa BRICOCENTER ITALIA SRL;2014;037711;00037711;07/10/2014;07/10/2014;28/02/2015;Euro                          ;          839,85;Bonifico B. 120 gg fm         ;Fattura emessa                ;DO                            ;
01990;BRICOMAN ITALIA SRL                     ;B;FVE;Fattura emessa BRICOMAN ITALIA SRL;2014;037712;00037712;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         2159,18;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
01990;BRICOMAN ITALIA SRL                     ;B;FVE;Fattura emessa BRICOMAN ITALIA SRL;2014;037713;00037713;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         4616,77;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
01990;BRICOMAN ITALIA SRL                     ;B;FVE;Fattura emessa BRICOMAN ITALIA SRL;2014;037714;00037714;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         1256,95;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
02858;BRICOVAL SRL                            ;W;FVE;Fattura emessa BRICOVAL SRL;2014;037715;00037715;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1040,90;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03019;BRUSAMOLINO PETROLI SRL                 ;W;FVE;Fattura emessa BRUSAMOLINO PETROLI SRL;2014;037716;00037716;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          481,12;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
03097;C.A.T.I. SPA                            ;W;FVE;Fattura emessa C.A.T.I. SPA;2014;037717;00037717;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          158,99;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04461;C.EDI.R SPA                             ;W;FVE;Fattura emessa C.EDI.R SPA;2014;037718;00037718;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1859,72;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
02909;CAPRINO ANTONINO                        ;W;FVE;Fattura emessa CAPRINO ANTONINO;2014;037719;00037719;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          528,97;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02075;CASCINO ANGELO & C. SNC                 ;W;FVE;Fattura emessa CASCINO ANGELO & C. SNC;2014;037720;00037720;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         1830,00;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
04717;CAVUOTI STEFANIA ANTONIA                ;W;FVE;Fattura emessa CAVUOTI STEFANIA ANTONIA;2014;037721;00037721;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          111,26;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02476;COMEL SPA                               ;W;FVE;Fattura emessa COMEL SPA;2014;037722;00037722;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         4513,70;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037723;00037723;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          549,44;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037724;00037724;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          732,59;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037725;00037725;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1063,84;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037726;00037726;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1006,28;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037727;00037727;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          283,48;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;037728;00037728;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          283,48;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01097;COOP CENTRO ITALIA SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CENTRO ITALIA SOC. COOP.;2014;037729;00037729;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1831,46;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;037730;00037730;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         2097,42;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;037731;00037731;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          566,96;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;037732;00037732;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          484,14;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;037733;00037733;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          750,10;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;037734;00037734;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          632,25;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037735;00037735;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          165,63;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037736;00037736;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          401,72;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037737;00037737;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          265,96;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037738;00037738;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1696,65;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037739;00037739;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1377,01;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037740;00037740;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          750,10;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037741;00037741;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          661,22;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037742;00037742;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          976,15;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01187;COOP ESTENSE SOC. COOP. A.R.L.          ;B;FVE;Fattura emessa COOP ESTENSE SOC. COOP. A.R.L.;2014;037743;00037743;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          984,34;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01187;COOP ESTENSE SOC. COOP. A.R.L.          ;B;FVE;Fattura emessa COOP ESTENSE SOC. COOP. A.R.L.;2014;037744;00037744;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          597,21;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
04895;CREAZZO LUBRIFICANTI SNC DI SEMPREVIVO M;W;FVE;Fattura emessa CREAZZO LUBRIFICANTI SNC DI SE;2014;037745;00037745;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         1846,25;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
04197;CUCINELLA GIUSEPPE SOC. COOP.           ;W;FVE;Fattura emessa CUCINELLA GIUSEPPE SOC. COOP.;2014;037746;00037746;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          538,45;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02046;DEAR SRL                                ;W;FVE;Fattura emessa DEAR SRL;2014;037747;00037747;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2007,14;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
00444;DEMAUTO SPA                             ;W;FVE;Fattura emessa DEMAUTO SPA;2014;037748;00037748;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          534,73;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
03700;DIMAR SPA                               ;B;FVE;Fattura emessa DIMAR SPA;2014;037749;00037749;07/10/2014;07/10/2014;31/01/2015;Euro                          ;         4401,61;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
02025;DRS DISTRIBUZIONE RICAMBI E SERVIZI SpA ;W;FVE;Fattura emessa DRS DISTRIBUZIONE RICAMBI E SE;2014;037750;00037750;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          106,95;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
02025;DRS DISTRIBUZIONE RICAMBI E SERVIZI SpA ;W;FVE;Fattura emessa DRS DISTRIBUZIONE RICAMBI E SE;2014;037751;00037751;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          213,89;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
01369;EMILFER SRL                             ;W;FVE;Fattura emessa EMILFER SRL;2014;037752;00037752;07/10/2014;07/10/2014;28/02/2015;Euro                          ;         1732,45;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
01411;EREDI PANI DI PANI C. E R. SNC          ;B;FVE;Fattura emessa EREDI PANI DI PANI C. E R. SNC;2014;037753;00037753;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          298,66;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037754;00037754;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037755;00037755;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037756;00037756;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037757;00037757;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037758;00037758;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037759;00037759;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037760;00037760;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037761;00037761;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037762;00037762;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037763;00037763;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037764;00037764;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037765;00037765;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05322;F.LLI ARENA SRL                         ;B;FVE;Fattura emessa F.LLI ARENA SRL;2014;037766;00037766;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          440,66;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
02404;FANTINI LORENZO & C SAS                 ;W;FVE;Fattura emessa FANTINI LORENZO & C SAS;2014;037767;00037767;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          190,91;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
04596;FERRAMENTA DEI NATALE DI GAMBASSI       ;W;FVE;Fattura emessa FERRAMENTA DEI NATALE DI GAMBA;2014;037768;00037768;07/10/2014;07/10/2014;31/01/2015;Euro                          ;          185,44;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
02587;FERRAMENTA MOLTENI D. E VANOSSI SNC     ;W;FVE;Fattura emessa FERRAMENTA MOLTENI D. E VANOSS;2014;037769;00037769;07/10/2014;07/10/2014;31/12/2014;Euro                          ;           86,96;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
05341;FIA SERVICE DI IANNELLA ANTONIETTA      ;B;FVE;Fattura emessa FIA SERVICE DI IANNELLA ANTONI;2014;037770;00037770;07/10/2014;07/10/2014;28/02/2015;Euro                          ;          285,18;Bonifico B. 120 gg fm         ;Fattura emessa                ;DO                            ;
00299;FIORDALISO SPA                          ;B;FVE;Fattura emessa FIORDALISO SPA;2014;037771;00037771;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1906,62;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00299;FIORDALISO SPA                          ;B;FVE;Fattura emessa FIORDALISO SPA;2014;037772;00037772;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         4182,95;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00299;FIORDALISO SPA                          ;B;FVE;Fattura emessa FIORDALISO SPA;2014;037773;00037773;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1779,64;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00299;FIORDALISO SPA                          ;B;FVE;Fattura emessa FIORDALISO SPA;2014;037774;00037774;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         3853,10;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00270;GARDEN 2 SRL                            ;W;FVE;Fattura emessa GARDEN 2 SRL;2014;037775;00037775;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          983,44;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
00270;GARDEN 2 SRL                            ;W;FVE;Fattura emessa GARDEN 2 SRL;2014;037776;00037776;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1936,75;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03081;GARDENIA 2 SRL                          ;W;FVE;Fattura emessa GARDENIA 2 SRL;2014;037777;00037777;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         3541,42;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03081;GARDENIA 2 SRL                          ;W;FVE;Fattura emessa GARDENIA 2 SRL;2014;037778;00037778;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2146,29;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03081;GARDENIA 2 SRL                          ;W;FVE;Fattura emessa GARDENIA 2 SRL;2014;037779;00037779;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2785,14;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02478;GELSO SRL                               ;W;FVE;Fattura emessa GELSO SRL;2014;037780;00037780;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1364,14;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02478;GELSO SRL                               ;W;FVE;Fattura emessa GELSO SRL;2014;037781;00037781;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2338,62;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037782;00037782;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1026,26;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037783;00037783;07/10/2014;07/10/2014;31/12/2014;Euro                          ;          252,83;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037784;00037784;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2486,67;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037785;00037785;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         2577,25;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037786;00037786;07/10/2014;07/10/2014;31/12/2014;Euro                          ;         1522,56;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
